season,episode_number,episode_name,air_date,overview,runtime,guest_stars,crew,cast,image
15,15,We Didn't Start the Fire,2019-02-28,"When Jackson throws a party to celebrate Catherine’s surgery and those who worked to save her, literally nothing goes as planned. Meanwhile, Helen pays Alex and Jo a surprise visit.",43,"Jason George, Arielle Hader","Chandra Wilson (Director), Andy Reaser (Writer)",,/fQXSDdNNIVOkDPo35xsy6dIpztI.jpg
15,16,Blood and Water,2019-03-07,"Meredith finds herself having to side with either Alex or DeLuca during a difficult situation, but she doesn’t want to betray either of them. Meanwhile, Maggie reveals details about her personal life that cause a public stir, and Levi struggles with whether or not to tell his family about Nico.",43,,"Kiley Donovan (Writer), Pete Chatmon (Director)",,/fwzmSBMRSkfWfikdct7Ofpd65fQ.jpg
15,17,And Dream of Sheep,2019-03-14,"Ties are strained as Andrew and Carina confront an unforgiving family history. Meanwhile, Teddy and Owen work together on a married couple who is expecting, and Amelia attends a conference for alternative pain relief.",43,,"William Harper (Writer), Sydney Freeland (Director)",,/qSv1L76WTDyOy7fFxiBGOwOjyMl.jpg
15,18,Add It Up,2019-03-21,"Maggie introduces mood rooms as an alternative approach to medicine. Alex and DeLuca butt heads over an 11-year-old patient who tries to sabotage her own surgery. Jackson and Richard deal with a gender non-binary patient. Meanwhile, Teddy has a pregnancy scare that brings Owen and Koracick to odds.",43,"Arielle Hader, Lidya Jewett","Michael W. Watkins (Director), Alex Manugian (Writer)",,/3MRDCr3BipditfOR2gGbEtgZUi4.jpg
15,19,Silent All These Years,2019-03-28,"When a trauma patient arrives at Grey Sloan, it forces Jo to confront her past. Meanwhile, Bailey and Ben have to talk to Tuck about dating.",43,,"Debbie Allen (Director), Elisabeth R. Finch (Writer)",,/oLi0xZr1LA9OIbU2Lnz2fL1fiqP.jpg
15,20,The Whole Package,2019-04-04,"Owen and Teddy have to deal with the surprise arrival of Megan Hunt, who knows nothing about their situation. Catherine preps for her first surgery back on a war veteran who’s not emotionally prepared for his procedure. Meredith worries about DeLuca operating alone with Richard.",43,"Abigail Spencer, Giuliana Carullo","Meg Marinis (Writer), Geary McLeod (Director)",,/yTUUeG94xJaV7dVLjyNBBxvkBjO.jpg
15,21,Good Shepherd,2019-04-11,"Amelia and Link travel to New York to operate on a patient with a severe spinal deformity, but they’re in for more than they bargained for when Nancy Shepherd invites them to dinner at her home.",43,Michael Evans Behling,"Bill D'Elia (Director), Julie Wong (Writer)",,/4ujfa1WVhdwTi9N6YLx1eAZqZbM.jpg
15,22,Head Over High Heels,2019-04-18,"Meredith debates how to handle an unexpected situation in her personal life, while Richard has an untimely reunion with an old friend. Jo has a hard time at work, and Owen tries therapy.",43,,"Allison Liddi-Brown (Director), Bridgette N. Burgess (Writer)",,/qmDaUE6nvZ5iqagITVQScc9ENKZ.jpg
15,23,What I Did for Love (I),2019-05-02,"Maggie treats one of Station 19’s own, and Jo learns a hard lesson. Meanwhile, when working with a family seeking asylum, Meredith makes a call that could jeopardize her career.  The crossover continues on Station 19 S02E15 Always Ready (II).",43,"Jason George, Boris Kodjoe, Brett Tucker, Jaina Lee Ortiz","Mark Driscoll (Writer), Jesse Williams (Director)",,/nWE5xaNfDSzCdrwVqI3QOlQOFv1.jpg
15,24,Drawn to the Blood,2019-05-09,"Alex tries desperately to save his patient Gus while he waits for a severely agoraphobic blood donor to arrive from London. Jo reveals to Meredith why she’s been so down, while Catherine and Bailey hold a meeting to get down to the bottom of an insurance issue. Meanwhile, Maggie and Jackson go camping.",43,Jane Wall,"Kevin McKidd (Director), Andy Reaser (Writer)",,/c5hg0wneZOiC42lu8JXdHEI3ulZ.jpg
15,25,Jump into the Fog,2019-05-16,"As fog begins to cover Seattle, the doctors of Grey Sloan navigate through personal complications. Meredith and Alex attempt to save Gus, while Levi talks some sense into a struggling Nico.",43,Jane Wall,"Krista Vernoff (Writer), Debbie Allen (Director)",,/qQ9Z0UjEeHtaTexSslLLSw9giAv.jpg
16,1,Nothing Left to Cling To,2019-09-26,"Meredith, Richard and Alex must deal with the consequences after Bailey fires them from Grey Sloan for insurance fraud. After disappearing in the fog, Jackson helps a man in a dangerous situation, as his relationship with Maggie comes to a new crossroad. Meanwhile, Tom gets new responsibilities at the hospital that throw the doctors for a loop.",43,"Patrick O'Connor, Debra Jo Rupp, Asher Deva, Fiona Rene, Chelsea Marie Davis, Shawn McConnell, Carrie Gibson, Wendy Benson-Landes, Lisa Rothschiller, Shannon Joel Chappell, Ada Luz Pla, Sara Lee, Brody Goodstadt, Kevin Clarke","Krista Vernoff (Writer), Debbie Allen (Director)",,/cY17pd5DT5qDix9NxkXkwh2eh7S.jpg
16,2,Back in the Saddle,2019-10-03,"The doctors operate on a man who crashed into Maggie's car as Owen, back from paternity leave, struggles with Tom's new position. Meredith's recent firing doesn't stop her from diagnosing those around her. Richard and Alex start anew and it's not easy.",43,,"Meg Marinis (Writer), Kevin McKidd (Director)",,/2hNDNSRANvKLzkjDWtTIOqpyfvw.jpg
16,3,Reunited,2019-10-10,"A patient at the hospital is brain dead after falling into a construction site, and her two sisters must decide whether or not to keep her alive.",43,"Candace Nicholas-Lippman, Alyssa Milano","Andy Reaser (Writer), Michael Medico (Director)",,/gjmqOpCuTu7B1iP43hruY659MHw.jpg
16,4,It's Raining Men,2019-10-17,"After Meredith inadvertently stirs up negative press for Grey Sloan, she tries to make things right with her former colleagues, jeopardizing her community service hours. Station 19’s Ben and Vic bring a young woman into the hospital, and Jackson stands up to Koracick when he goes too far with a patient’s family. Meanwhile, Bailey receives unexpected news; and Owen finds himself at Pac-Gen North, which Alex sees as a recruiting opportunity.",43,Carla Barnett,"Mark Driscoll (Writer), Michael W. Watkins (Director)",,/8VcXfwtjuctyP7TCNZw0hVcFHpW.jpg
16,5,Breathe Again,2019-10-24,"Meredith has a court hearing after skipping out on community service, while Bailey and Jo have a patient that Jo realizes is from the treatment facility. Richard and Gemma grab breakfast together and things go awry.",43,Michael Eshaun York,"Chandra Wilson (Director), Elisabeth R. Finch (Writer)",,/7sdudo8RGbV76mSuLxDKrHumUUx.jpg
16,6,Whistlin' Past the Graveyard,2019-10-31,Alex enlists Richard to help distract investors when he hears disturbing news about skeletons on the construction site grounds. Teddy tasks herself with creating original Halloween costumes for Allison and Leo.,43,"Maxine Bahns, Vanessa Mizzone, Isidora Goreshter, Kailen Jude","Julie Wong (Writer), Pete Chatmon (Director)",,/ubBClCG4kLw14Fr6n2v1dtaY6x8.jpg
16,7,Papa Don't Preach,2019-11-07,"Catherine is back in town and has no idea what’s been going on between Jackson and Maggie, while her relationship with Richard has become distant. Owen and Amelia treat a woman who fell in the basement and quickly realize that there is more to the story, and Maggie is shocked to learn about some of Richard’s relatives who are seeking help.",43,,"Jalysa Conway (Writer), Daniel Willis (Director)",,/poxw817WmbYwmHzaI6GZGK7liQi.jpg
16,8,My Shot,2019-11-14,"Meredith faces the medical board as her future as a doctor remains uncertain, and she’s forced to reckon with her past in some challenging ways. Meanwhile, the interns are put to the test as they are each vying to be the most successful on their respective cases in the absence of some of the attendings.",43,"Alex Landi, Jaicy Elliot, Skyler Shaye, Alex Blue Davis, Omar Leyva, Mike McColl","Meg Marinis (Writer), Debbie Allen (Director)",,/maX2lZVsTVC8oSSTczJmg5YT1kY.jpg
16,9,Let's All Go to the Bar,2019-11-21,"Jo becomes a safe haven volunteer and gets a call that a baby has been dropped off at Station 19. Meanwhile, Meredith moves forward with her life after facing the medical board. Jackson takes a big step in his budding romance with Vic, while Bailey and Amelia swap pregnancy updates.",43,Adriana DeGirolami,"Debbie Allen (Director), Kevin McKidd (Director), Kiley Donovan (Writer)",,/pZyq3jZAahzOsa0daKnzNjZ4VrE.jpg
16,10,Help Me Through the Night (II),2020-01-23,"Following the car crash at Joe’s Bar and subsequent rescue efforts led by the Station 19 firefighters, Grey Sloan doctors work through the night to save the lives of their colleagues. Meanwhile, Amelia worries about sharing her pregnancy revelation with Link. Owen and Teddy take a big step, and Bailey deals with grief over her recent loss.

The crossover starts on Station 19 S03E01 I Know This Bar (I).",43,"Jason George, Alex Landi, Jaicy Elliot, Alex Blue Davis","Lynne E. Litt (Writer), Allison Liddi-Brown (Director)",,/3sC4aFivl8mc1K8NqAxFwthZLuM.jpg
16,11,A Hard Pill to Swallow,2020-01-30,"Richard finds out Maggie quit Grey Sloan and is concerned about how she’s handling the death of her patient who was her estranged cousin. Bailey returns to work after taking some personal time off, although Koracick doesn’t make her first day as easy as she’d like. Meanwhile, Meredith thinks she might miss DeLuca, and Amelia has an update for Link on her pregnancy.",43,"Jacob Radin, Sarah Rafferty","Debbie Allen (Director), Adrian Wenner (Writer), Michael Medico (Director)",,/twKFBcEJF6ubpK5DvdvYKyI675h.jpg
16,12,The Last Supper,2020-02-06,"Jackson creates an uncomfortable situation when he invites new girlfriend, Vic, to what he thinks is Richard and Catherine’s anniversary celebration, only to discover the dinner was called for different reasons. Elsewhere, Levi brings Nico on a trip to visit an ailing family member.",43,,"Debbie Allen (Director), Nicole Rubio (Director), Jason Ganzel (Writer)",,/o9TLYwCOEzDtef2TInK06pwBR6k.jpg
16,13,Save the Last Dance for Me,2020-02-13,"DeLuca can’t figure out what’s going on with his incurable patient Suzanne and he turns to a diagnostics genius, Dr. Riley from UCSF, for help. Bailey checks in on Joey, a foster kid that Ben brought into Grey Sloan. Meanwhile, Amelia is getting the results of her paternity test and Jo confronts her about how she is treating Link.",43,Sarah Rafferty,"Debbie Allen (Director), Jesse Williams (Director), Tameson Duffy (Writer)",,/7fAlt0eNA1KMLihqUuNiB0FfNjr.jpg
16,14,A Diagnosis,2020-02-20,"DeLuca is irritated after Meredith takes over his patient Suzanne whose symptoms continue to stump the doctors at Grey Sloan. Elsewhere in the hospital, Jackson, Owen and Jo work on a couple injured in a bear attack; and Levi is hurt when Nico doesn’t want him to meet his parents.",43,"Karri Aiken, Sarah Rafferty","Debbie Allen (Director), Julie Wong (Writer), Gregory T. Evans (Director)",,/wm4Dz9ugIayL4oJB4BxFwzBy9nq.jpg
16,15,Snowblind,2020-02-27,"Meredith and Carina question DeLuca’s uncharacteristic behavior when he volunteers to perform a life-threatening task during a blizzard. Meanwhile, Bailey tries to help Joey with his future, while Richard trains a new intern at the hospital.",43,Elyse Dinh,"Meg Marinis (Writer), Linda Klein (Director)",,/2RhpObLufQ6KRTZ0F7deLssfJxY.jpg
16,16,Leave a Light On,2020-03-05,"Bailey and Ben face a huge, life-altering decision, while Meredith and several of the doctors reflect on the past.",43,,"Debbie Allen (Director), Elisabeth R. Finch (Writer)",,/axjjSa15Bhq14Fu13LBv0ouMlJY.jpg
16,17,Life on Mars?,2020-03-12,"A wealthy inventor arrives at Grey Sloan and asks Koracick for help, while Meredith struggles to save a woman with diabetes who has been rationing her insulin. Jo and Link fight to save a young man who fell onto train tracks, and Jackson and Vic's relationship hits a snag.",43,,"Debbie Allen (Director), Michael W. Watkins (Director), Jase Miles-Perez (Writer)",,/ytqW20bXcFTRlpFrbV8SrJGmELT.jpg
16,18,Give a Little Bit,2020-03-19,"Meredith heads up a pro bono surgery day, but the overwhelming patient response causes her to struggle to keep things in order. DeLuca treats a teenage patient whom he suspects is in danger and desperately tries to get Bailey to support his theory.",43,"Kelly McCreary, Gail Bean","Zoanne Clack (Writer), Debbie Allen (Director), Kevin McKidd (Director)",,/yJfLolNZpJRzq2hyislogVx71Dl.jpg
16,19,Love of My Life,2020-03-26,"Richard preps to present his PATH pen at the LA Surgical Innovation Conference but becomes distracted by his issues with Catherine. Maggie and Teddy run into people from their past at the same conference, while Hayes relives moments from when he met his late wife.",43,,"Debbie Allen (Director), Allison Liddi-Brown (Director), Kiley Donovan (Writer), Andy Reaser (Writer)",,/covVKD1sNoG1OlY4VE6YPICzxtd.jpg
16,20,Sing It Again,2020-04-02,"Owen and Link treat an older woman who wakes up from surgery and can’t stop singing, while Teddy helps Koracick stay afloat after an estranged loved one from his past comes to the hospital looking for help. Meredith, Bailey and Maggie focus their efforts on a difficult patient with a tricky diagnosis.",43,"Mason Shea Joyce, Tan Kheng Hua","Debbie Allen (Director), Michael W. Watkins (Director), Jess Righthand (Writer)",,/6bfYO5gwgTrHZtGQy9fkCJ8EAj9.jpg
16,21,Put on a Happy Face,2020-04-09,"Link tries to convince Amelia to take it easy during the final stage of her pregnancy. Hayes asks Meredith a surprising question, and Owen makes a shocking discovery.",43,"Richard Flood, Stefania Spampinato, Jaicy Elliot, Christopher Meyer, Raoul Bhaneja, Caroline Basu, Kathy C. An, John O'Brien, Deedee Magno, Branden Silverman, Vivian Nixon, Debra Mooney, Debbie Allen, Norman Nixon, Jr., Frances Nichols, Sylvia Kwan","Mark Gordon (Executive Producer), Betsy Beers (Executive Producer), Mark Driscoll (Writer), Deborah Pratt (Director)",,/A2E8sUsIRTqzaUMb58WF0fcfTtA.jpg
17,1,All Tomorrow’s Parties,2020-11-12,The doctors of Grey Sloan Memorial must contend with the COVID-19 pandemic; an unintentionally started fire has first responders from Station 19 bringing patients into the hospital for treatment.,43,"Jason George, Stefania Spampinato, Alex Landi, Jaicy Elliot, V. Vieux, Noah Alexander Gerry, Alexandra Doke, Hannah Bamberg, Christina Webber, Linda Park, Louis Ozawa, T.J. Thyne, Paul Syre, Danielle Savre, BJ Tanner, Okieriete Onaodowan, Grey Damon, Barrett Doss, Jay Hayden, Frances Nichols, Zaiver Sinnett, Sylvia Kwan","Debbie Allen (Director), Lynne E. Litt (Writer), Andy Reaser (Writer)",,/5CcINTRxSQaIQjClAE7dzweN1WO.jpg
17,2,The Center Won't Hold,2020-11-12,Bailey finds herself in the middle of an argument with patients' families as they await news about their children who were injured in a fire; Winston surprises Maggie; Amelia and Link try to have some fun as new parents.,43,"Patrick Dempsey, Alex Landi, Linda Park, Louis Ozawa, T.J. Thyne, Justin Ellings, Branden Silverman, Paul Syre, Aniela Gumbs, Brody Goodstadt, Ryder Goodstadt, Zaiver Sinnett, Debbie Allen","Debbie Allen (Director), Andy Reaser (Writer), Jase Miles-Perez (Writer)",,/5qUkwtI9OHD9hpbMeiOHN2DXYKi.jpg
17,3,My Happy Ending,2020-11-19,"The Grey Sloan doctors continue to face their new COVID-19 reality and deal with a familiar and stubborn patient. Koracick is put in charge of the interns who recently joined the hospital ranks and Link operates on a sex therapist. Elsewhere, Maggie finds comfort in Winston's virtual presence.",43,"Patrick Dempsey, Stefania Spampinato, Jaicy Elliot, Kevin Sifuentes, Olivia-Diane Joseph, Mackenzie Marsh, Lisa Vidal, Robert I. Mesa, Frances Nichols, Melissa DuPrey, Nikhil Shukla, Ella Faris, Gracie Faris","Meg Marinis (Writer), Kevin McKidd (Director)",,/43wciBDbgehuOpwcJq0abymtnFx.jpg
17,4,You'll Never Walk Alone,2020-12-03,"Owen faces a medical diagnosis that challenges more than he imagined. Meanwhile, Koracick begins to go stir crazy; and Maggie gets a not-so-subtle glimpse into Winston's background.",43,"T.R. Knight, Alex Landi, Jaicy Elliot, Scott Keiji Takeda, Annie Chang, Hilda Boulware, Dorien Wilson, Sylvia Kwan, Melissa DuPrey","Julie Wong (Writer), Allison Liddi-Brown (Director)",,/5I3emgl4x3xFOpXX89xZEON5ukN.jpg
17,5,Fight the Power,2020-12-10,"Bailey panics as she hears there has been a surge of COVID-19 cases, knowing she has loved ones in an assisted living facility. Meanwhile, Jackson and Richard team up against Catherine to teach her a lesson, and Teddy continues to try to mend her frayed relationships. After an intense surgery, Jo is uncertain about her future.",43,"Jason George, Jaicy Elliot, Bianca Taylor, Délé Ogundiran, Takuma Anzai, Charlee Earle, Mackenzie Marsh, Juliette Myers, Frankie Faison, Nikhil Shukla","Zoanne Clack (Writer), Michael W. Watkins (Director)",,/wk8p33jcTd1ZXJvuPVeumnGQut8.jpg
17,6,No Time for Despair,2020-12-17,"Grey Sloan Memorial faces new pressures as Seattle Pres is overloaded, and Grey Sloan Memorial is now on surge capacity protocol. Meanwhile, Owen and Amelia are faced with one of the most controversial surgeries of their careers.",43,"Stefania Spampinato, Jaicy Elliot, Sophina Brown, Stephanie Kurtzuba, Michael Patrick McGill, Dionne Audain, Makayla Lysiak, Yindra Zayas, Jay Hayden, Frances Nichols","Jase Miles-Perez (Writer), Pete Chatmon (Director)",,/g6bqz7ZnOFXlxPWqKs4ok5scfIp.jpg
17,7,Helplessly Hoping,2021-03-11,"“Grey’s Anatomy” picks up where the previous episode of “Station 19” left off as both teams tend to a tense situation with so much at stake. Meanwhile, Jo convinces Hayes to bend the rules on a case, and Maggie and Winston reconnect.",43,"Stefania Spampinato, Alex Landi, Jaicy Elliot, Mackenzie Marsh, Nancy La Scala, Danielle Savre, Aniela Gumbs, Avalon Gray, Colette Gray, Payton Silver, Nikhil Shukla","Nicole Rubio (Director), Elisabeth R. Finch (Writer)",,/AfFWONpQwBm6QR71881SrS8J1nQ.jpg
17,8,It's All Too Much,2021-03-18,"As traumas and pressure mount, Grey Sloan doctors try to find a path forward, and Richard questions his faith. Meanwhile, Maggie gives Winston hospital privileges and they work together to treat an uneasy patient. Jo, Link and Jackson play an unconventional drinking game.",43,"Patrick Dempsey, Jason George, Stefania Spampinato, Alex Landi, Jaicy Elliot, Danielle Savre, Lex Medlin, Aniela Gumbs, Brody Goodstadt, Ryder Goodstadt, Payton Silver, Bokhee An, Zaiver Sinnett, Debbie Allen, Ella Faris, Gracie Faris","Debbie Allen (Director), Adrian Wenner (Writer)",,/sT1BmGmz5Q4Of6bCMnenfXloRIO.jpg
17,9,In My Life,2021-03-25,"After a heart-wrenching loss, Teddy struggles to cope and it triggers memories of her past. When Owen brings her home, she must face some long-standing truths. Meanwhile, Amelia tries to help the situation by encouraging Owen to accept and forgive Teddy.",43,"Sherri Saum, Melanie Benz","Kevin McKidd (Director), Tameson Duffy (Writer)",,/d76hZIcxc3fWYhKusoqPKujptuP.jpg
17,10,Breathe,2021-04-01,"The hospital ventilator shortage has the doctors gravely concerned when both a mother and daughter are in critical condition with COVID and fighting over the last ventilator. Meanwhile, Hayes’ high-risk sister-in-law with multiple sclerosis ends up in the hospital with a kidney stone, and the sister house has a few more kids join it as Amelia plays babysitter for the day.",43,"Eric Dane, Chyler Leigh, Angela Alvarado, Azure Antoinette, Aniela Gumbs, Lisa Vidal, Ivan Leung, Brody Goodstadt, Ryder Goodstadt, Avalon Gray, Colette Gray, Debbie Allen, Melissa DuPrey, Ella Faris, Gracie Faris","Mark Driscoll (Writer), Linda Klein (Director)",,/2XLyaYBiwggC0ZXfvdcL1Sipd3Y.jpg
17,11,Sorry Doesn't Always Make It Right,2021-04-08,"The Grey Sloan doctors are stuck in the middle of a fight between a newlywed couple who are injured in a car accident and brought to the hospital for treatment. Meanwhile, Jackson’s generosity with COVID-positive patients goes a bit too far, and Hayes works to rebuild Maggie’s confidence and convince her to perform an extremely risky heart surgery.",43,Juliette Myers,"Julie Wong (Writer), Giacomo Gianniotti (Director)",,/pNRoDtbwtScutMHku5033GiA0Mz.jpg
17,12,Sign O' the Times,2021-04-15,"Maggie is preoccupied with Winston while trying to treat a patient wounded in the Seattle protests. Meanwhile, Levi is tested by an emergency, and the doctors struggle to treat a patient who doesn't believe in COVID.",43,"Phylicia Rashād, Juliette Myers","Jase Miles-Perez (Writer), Michael Medico (Director)",,/hgGdb4Wz22OdSwbqhdWEkN7Ffzy.jpg
17,13,Good as Hell,2021-04-22,"Amidst the need for more surgeons, Jo tries to convince Bailey to let her switch specialties. Elsewhere, Link accuses Amelia of overstepping while he is treating a patient remotely, and Winston comes up with an out-of-the-box idea.",43,"Patrick Dempsey, Alex Landi, Aniela Gumbs","Michael W. Watkins (Director), Zoanne Clack (Writer)",,/zPvqDOXMUHl4SZCmlQhs6SLllrF.jpg
17,14,Look Up Child,2021-05-06,Jackson pays a visit to his father that helps set him on the right path.,43,"Sarah Drew, Debbie Allen, Eric Roberts","Debbie Allen (Director), Felicia Pride (Writer), Elisabeth J. Finch (Writer)",,/vKquozBVYJCqBtD4llICGHYlVjr.jpg
17,15,Tradition,2021-05-20,Jackson shares his big news with his colleagues while Koracick and Levi fight to save a pregnant woman’s grandfather as she goes into labor. Maggie keeps a watchful eye on Meredith as Bailey and Richard put off telling her about DeLuca.,43,,"Kevin McKidd (Director), Jess Righthand (Writer)",,/eSHT0s3snUBAVsCzErsizU7bGrd.jpg
17,16,I'm Still Standing,2021-05-27,"Levi gets accepted into the vaccine trial. Meanwhile, Amelia and Owen treat a car crash patient, and Hayes and Jo are met with Luna’s legal guardian.",43,Kyle Harris,"Meg Marinis (Writer), Michael W. Watkins (Director), Andy Reaser (Writer)",,/rActhIbov25YQznGeFgohk4GCu8.jpg
17,17,Someone Saved My Life Tonight,2021-06-03,"It’s wedding day for Maggie and Winston. Meanwhile, Meredith takes on a new role at the hospital, and Jo makes a life-changing decision.",43,"Aina Dumlao, Sohm Kapila","Meg Marinis (Writer), Kevin McKidd (Director), Andy Reaser (Writer)",,/dujE2su7FJjQRl76MmdDmdOKEk8.jpg
18,1,Here Comes the Sun (II),2021-09-30,"As the city of Seattle revels at the Phoenix Fair celebrating the city’s rebirth post-COVID, the Grey Sloan doctors treat a patient who encounters illegal fireworks. Meanwhile, Bailey has her sights set on hiring new doctors, but she’s having trouble finding viable options. Owen and Teddy attempt to take the next step in their engagement, and Meredith has a surprising opportunity when she meets a dynamic doctor from her mother‘s past.

The crossover starts on Station 19 S05E01 Phoenix from the Flame (I).",43,"Alex Landi, Jaicy Elliot, Barbara Lee Bragg, Debra Mooney, Bernie Kopell, Romi Dias, Corinne Bohrer, Michael Gazin, Mark Anthony Williams, Kate Burton, Lynn Chen, Melissa DuPrey, Abigail Spencer, Peter Gallagher","Meg Marinis (Writer), Debbie Allen (Director), Lauren Mary Kim (Stunts)",,/sylUaxEg6CV0rpiHQA8JbYhxnfc.jpg
18,2,Some Kind of Tomorrow,2021-10-07,"Meredith seeks advice from Amelia. Meanwhile, Richard is reenergized as he takes teaching to a new level at the hospital, and Winston treats a patient suffering from kidney failure.",43,"Jaicy Elliot, Juliette Myers, Robert I. Mesa, Chantal Maurice, Cyd Strittmatter, Kennedy Lea Slocum, Hahn Cho, Zaiver Sinnett, Sylvia Kwan, Melissa DuPrey, Abigail Spencer, Peter Gallagher, E. R. Fightmaster, Johnny Rey Diaz","Kevin McKidd (Director), Felicia Pride (Writer)",,/fpWfsHF1mduQCLAAbTXOIaaklLX.jpg
18,3,Hotter Than Hell,2021-10-14,"Seattle’s favorite redhead returns and graces the Grey Sloan halls with her experience and expertise as she attempts to help Richard teach the newest crop of residents. Meanwhile, Meredith has a decision to make, and Link confides in Teddy.",43,"Kate Walsh, Jason George, Jaicy Elliot, Robert I. Mesa, Chantal Maurice, Meryl Hathaway, Aniela Gumbs, Zaiver Sinnett, Lynn Chen, Sylvia Kwan, Melissa DuPrey, E. R. Fightmaster, Johnny Rey Diaz","Chandra Wilson (Director), Jamie Denbo (Writer)",,/shAWv67Woqmj5WjSsXSATEDL2Lk.jpg
18,4,With a Little Help from My Friends,2021-10-21,"Richard recruits Meredith and Bailey to help him launch a new program. Meanwhile, Addison’s patient has complications from a procedure, and Jo helps a woman who goes into premature labor.",43,"Kate Walsh, Stefania Spampinato, Alex Landi, Jaicy Elliot, Robert I. Mesa, Meryl Hathaway, Zaiver Sinnett, Sylvia Kwan, Debbie Allen, Nikhil Shukla, Abigail Spencer, Bardia Seiri, Johnny Rey Diaz","Michael W. Watkins (Director), Jess Righthand (Writer)",,/olxXQfVSSFJBXd91fRyeAliM1Vt.jpg
18,5,Bottle Up and Explode!,2021-11-11,"The Grey Sloan doctors spring into action after an explosion rocks Seattle, with the incoming trauma hitting close to home. Owen experiences PTSD after he hears the explosion, while his sister Megan enlists help from Winston and Hayes in confidence. In Minnesota, Meredith and Amelia meet up with a familiar face who assists in their study.",43,"Jason George, Greg Germann, Stefania Spampinato, Jaina Lee Ortiz, Okieriete Onaodowan, Grey Damon, Barrett Doss, Kimberlee Kidd, Jay Hayden, Zaiver Sinnett, Sylvia Kwan, Melissa DuPrey, Abigail Spencer, Peter Gallagher, E. R. Fightmaster, Bardia Seiri, Johnny Rey Diaz","Kiley Donovan (Writer), Beto Skubs (Writer), Lindsay Cohen (Director)",,/66xftCIyzqPcChiYTub3MNFU0V6.jpg
18,6,Every Day is a Holiday (With You),2021-11-18,"It's Thanksgiving, and while Meredith faces travel complications due to the weather, Nick steps in to help in more ways than one; Richard and Bailey seek out emergency surgeries; Amelia and Link reconnect.",43,"Alex Landi, Chiquita Fuller, Reggie Watkins, Aniela Gumbs, Ashley Holliday Tavares, Abigail Spencer, Bardia Seiri, Johnny Rey Diaz, Ella Faris, Gracie Faris, Brody Goodstadt, Ryder Goodstadt, Michelle L. Gardner, Boone Nelson, Annabelle King, Ryker Murphy, Ryden Murphy","Meg Marinis (Writer), Tony Phelan (Director)",,/sKfmovp5r37SBrLN9ga8QxsETQM.jpg
18,7,Today Was A Fairytale,2021-12-09,"Dr. Hamilton takes his frustrations out on Meredith, so Nick gives her a chance to blow off steam by scrubbing in on a surgery. Back in Seattle, Link and Jo take their kids to a fairytale theater performance that goes wrong. Bailey and Dr. Lin attend a recruitment fair in hopes of attracting more doctors to Grey Sloan but find themselves ill-prepared.",43,"Isaiah Mustafa, Dara Reneé, Lynn Chen, Sylvia Kwan, Peter Gallagher, Greg Tarzan Davis, E. R. Fightmaster, Kahyun Kim, Danny Yang, Erik Altemus, Alison Lauren Chin, Regina Bryant, Harrison Xu, Eileen Álvarez, Annabelle King, Ryker Murphy, Ryden Murphy","Debbie Allen (Director), Julie Wong (Writer)",,/jcJqFkIRVdt4m4jpD40RQNOPiYV.jpg
18,8,It Came Upon A Midnight Clear,2021-12-16,The doctors celebrate the holidays; Hamilton and Meredith prepare for a milestone on their project; Link wants to spend the holiday with Amelia and Scout as a family; Schmitt is faced with a difficult decision during surgery.,43,"Jason George, Stefania Spampinato, Jaicy Elliot, Debra Mooney, Aniela Gumbs, Zaiver Sinnett, Sylvia Kwan, Nikhil Shukla, Abigail Spencer, Peter Gallagher, Greg Tarzan Davis, E. R. Fightmaster, Bardia Seiri, Octavio Rodriguez, Heather Knobel, Ella Faris, Gracie Faris, Brody Goodstadt, Ryder Goodstadt, Annabelle King, Ryker Murphy, Ryden Murphy","Michael W. Watkins (Director), Jase Miles-Perez (Writer)",,/uoACAaFWMzX1THvK5UHSHxtj47P.jpg
18,9,No Time To Die,2022-02-24,The Grey Sloan Memorial doctors grapple with the aftermath of the car crash that involved some of their own; Meredith works to save Dr. Hamilton's life. Levi is impacted from his latest loss.,43,"Alex Landi, Jaicy Elliot, Nikhil Shukla, Abigail Spencer, Peter Gallagher, Greg Tarzan Davis, E. R. Fightmaster, Bardia Seiri, Johnny Rey Diaz, Octavio Rodriguez, Ryker Murphy, Ryden Murphy","Krista Vernoff (Writer), Linda Klein (Director)",,/k4h9q74rsk5qWChNOEK7tvVcOl8.jpg
18,10,Living in a House Divided,2022-03-03,"Schmitt must face the Morbidity and Mortality conference. Meanwhile, Meredith convinces Nick to scrub in on a surgery in Seattle, and Jo faces her feelings.",42,"Stefania Spampinato, Alex Landi, Jaicy Elliot, Joy Nash, Lynn Chen, Jasmine Ashanti, Sylvia Kwan, Debbie Allen, Melissa DuPrey, Ashley Holliday Tavares, Zaiver SInnett, Abigail Spencer, Greg Tarzan Davis, Bardia Seiri, Ryker Murphy, Ryden Murphy","Allison Liddi-Brown (Director), Jamie Denbo (Writer)",,/9Q2XoUg9L76jbVQGWNQuGPSj8RU.jpg
